frame.time_relative,frame.len,frame.protocols,frame.len,ip.version,_ws.col.protocol,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,ip.geoip.dst_country,ip.geoip.dst_city,ip.geoip.src_country,ip.geoip.src_city,tcp.analysis,tcp.len,tcp.port,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum,tcp.urgent_pointer,tcp.options.mss_val,udp.length,udp.port,icmp.code,icmp.length,icmp.type,icmp.pref_level,icmpv6.code,icmpv6.length,icmpv6.type,dns.flags,dns.flags.recdesired,dns.flags.recavail,dns.flags.authenticated,dns.qry.type,dns.qry.class,dns.resp.type,dns.resp.class,dns.resp.ttl,http.connection,http.content_encoding,http.content_length,http.content_type,http.location,http.request.method,http.request.version,http.request.uri,http.response.version,http.response.code,http.tls_port,http.user_agent,http.www_authenticate,tls.alert_message,tls.ech.cipher_suite,tls.esni.suite,tls.handshake,tls.handshake.type,tls.handshake.version,tls.handshake.ciphersuites,tls.ssl2.handshake.type,tls.ssl2.handshake.cipherspec,sip.auth,sip.auth.algorithm,sip.Geolocation,sip.MIME-Version,sip.Via.transport,sip.Via.ttl,ssh.host_key.type,ssh.host_sig.type,ssh.packet_length,ssh.protocol,dhcp.hops,dhcp.type,dhcpv6.auth.algorithm,dhcpv6.auth.protocol,dhcpv6.hopcount,rdp.action,rdp.bVersion,rdp.bandwidth.headerlen,rdp.bandwidth.reqtype,rdp.bandwidth.resptype,rdp.bandwidth.typeid,rdp.client.address,rdp.connectionType,rdp.domain,rdp.encryptionLevel,rdp.encryptionMethod,rdp.entrySize,rdp.fastpath.eventheader,rdp.header.length,rdp.header.type,rdp.heartbeat.period,rdp.length,rdp.negReq.selectedProtocol,rdp.rdstls.version,rdp.networkcharacteristics.averagertt,rdp.targetUser,rdp.totalLength,rsync.hdr_magic,rsync.hdr_version,sftp.length,sftp.name_count,sftp.packet_length,sftp.packet_type,sftp.status,sftp.version,rtp.block-length,rtp.hdr_ext,rtp.p_type,rtp.version
0.000000000,,raw:ip:tcp,233,4,TCP,20,,0xbbd6,0x02,False,True,False,0,63,6,0x671a,10.122.1.103,10.124.1.194,233,0x00,,,,,1,,34688,34688,3128,1,1,181,32,0x0018,False,False,False,True,True,False,False,1424,0x698c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000179000,,raw:ip:tcp,52,4,TCP,20,,0x0a1c,0x02,False,True,False,0,63,6,0x198a,10.124.1.194,10.122.1.103,52,0x00,,,,,1,,3128,3128,34688,1,182,0,32,0x0010,False,False,False,False,True,False,False,1432,0xc4b8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.052210000,,raw:ip:tcp,130,4,TCP,20,,0x0a1d,0x02,False,True,False,0,63,6,0x193b,10.124.1.194,10.122.1.103,130,0x00,,,,,1,,3128,3128,34688,1,182,78,32,0x0018,False,False,False,True,True,False,False,1432,0x949f,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.092729000,,raw:ip:tcp,52,4,TCP,20,,0xbbd7,0x02,False,True,False,0,63,6,0x67ce,10.122.1.103,10.124.1.194,52,0x00,,,,,1,,34688,34688,3128,182,79,0,32,0x0010,False,False,False,False,True,False,False,1424,0xc3e1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.092871000,,raw:ip:tcp,489,4,TCP,20,,0x0a1e,0x02,False,True,False,0,63,6,0x17d3,10.124.1.194,10.122.1.103,489,0x00,,,,,1,,3128,3128,34688,79,182,437,32,0x0018,False,False,False,True,True,False,False,1432,0x307b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.093235000,,raw:ip:tcp,52,4,TCP,20,,0xbbd8,0x02,False,True,False,0,63,6,0x67cd,10.122.1.103,10.124.1.194,52,0x00,,,,,1,,34688,34688,3128,182,516,0,32,0x0010,False,False,False,False,True,False,False,1424,0xc203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.093414000,,raw:ip:tcp,98,4,TCP,20,,0xbbd9,0x02,False,True,False,0,63,6,0x679e,10.122.1.103,10.124.1.194,98,0x00,,,,,1,,34688,34688,3128,182,516,46,32,0x0018,False,False,False,True,True,False,False,1424,0xbc32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.093542000,,raw:ip:tcp,52,4,TCP,20,,0x0a1f,0x02,False,True,False,0,63,6,0x1987,10.124.1.194,10.122.1.103,52,0x00,,,,,1,,3128,3128,34688,516,228,0,32,0x0010,False,False,False,False,True,False,False,1432,0xc1cb,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.000564000,,raw:ip:tcp,233,4,TCP,20,,0xbbda,0x02,False,True,False,0,63,6,0x6716,10.122.1.103,10.124.1.194,233,0x00,,,,,1,,34688,34688,3128,228,516,181,32,0x0018,False,False,False,True,True,False,False,1424,0x0555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.000760000,,raw:ip:tcp,52,4,TCP,20,,0x0a20,0x02,False,True,False,0,63,6,0x1986,10.124.1.194,10.122.1.103,52,0x00,,,,,1,,3128,3128,34688,516,409,0,32,0x0010,False,False,False,False,True,False,False,1432,0x73b1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.059495000,,raw:ip:tcp,567,4,TCP,20,,0x0a21,0x02,False,True,False,0,63,6,0x1782,10.124.1.194,10.122.1.103,567,0x00,,,,,1,,3128,3128,34688,516,409,515,32,0x0018,False,False,False,True,True,False,False,1432,0xf68d,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.060128000,,raw:ip:tcp,98,4,TCP,20,,0xbbdb,0x02,False,True,False,0,63,6,0x679c,10.122.1.103,10.124.1.194,98,0x00,,,,,1,,34688,34688,3128,409,1031,46,32,0x0018,False,False,False,True,True,False,False,1424,0x3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.060250000,,raw:ip:tcp,52,4,TCP,20,,0x0a22,0x02,False,True,False,0,63,6,0x1984,10.124.1.194,10.122.1.103,52,0x00,,,,,1,,3128,3128,34688,1031,455,0,32,0x0010,False,False,False,False,True,False,False,1432,0x7109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.001721000,,raw:ip:tcp,233,4,TCP,20,,0xbbdc,0x02,False,True,False,0,63,6,0x6714,10.122.1.103,10.124.1.194,233,0x00,,,,,1,,34688,34688,3128,455,1031,181,32,0x0018,False,False,False,True,True,False,False,1424,0xeb98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
